dataset,folder,scenario_idx,track_id,start,end,intensity,PET,two/multi,vehicle_type,AV_included,key_agents,pre_int_i,post_int_i,pre_int_j,post_int_j,path_category,path_relation,turn_label,priority_label,original_data_file,original_scene_id,original_track_id
nuplan_train,train_vegas3,13009,32c87147fe7854c2;46acf35df8db5743,112,120,1.671604055,0,two,"['HV', 'HV']",all_HV,46acf35df8db5743;32c87147fe7854c2,50,27,50,27,F,F,S-S,equal,2021.06.12.19.12.40_veh-35_00471_00576.db,c65669282417558f,32c87147fe7854c2;46acf35df8db5743
nuplan_train,train_vegas3,16202,0860ea8f9e155915;216fb93a88a95d44,99,141,0.654730722,1.125745083,two,"['HV', 'HV']",all_HV,0860ea8f9e155915;216fb93a88a95d44,50,5,50,21,F,F,S-S,equal,2021.06.14.18.13.35_veh-26_01062_01139.db,58638ff18b8556b9,0860ea8f9e155915;216fb93a88a95d44
nuplan_train,train_vegas3,16208,92e1549cb4f65a49;b7191879a88b566d,144,166,2.238246298,0.92072359,two,"['HV', 'HV']",all_HV,b7191879a88b566d;92e1549cb4f65a49,50,15,50,7,MP,P-M,S-S,92e1549cb4f65a49,2021.06.14.18.13.35_veh-26_01150_01320.db,0e70fb46c20e54ed,92e1549cb4f65a49;b7191879a88b566d
nuplan_train,train_vegas3,16208,1202fefdec895aa1;92e1549cb4f65a49,172,177,0.38841178,1.416107028,two,"['HV', 'HV']",all_HV,92e1549cb4f65a49;1202fefdec895aa1,50,8,50,15,MP,P-M,S-S,equal,2021.06.14.18.13.35_veh-26_01150_01320.db,0e70fb46c20e54ed,1202fefdec895aa1;92e1549cb4f65a49
nuplan_train,train_vegas3,16210,9d5702cf73e25a07;fe0890c6983c5f34,270,305,1.237215432,0,two,"['HV', 'HV']",all_HV,fe0890c6983c5f34;9d5702cf73e25a07,50,50,50,48,MP,P-M,R-R,equal,2021.06.14.18.13.35_veh-26_01150_01320.db,3c09f06b67dd5732,9d5702cf73e25a07;fe0890c6983c5f34
nuplan_train,train_vegas3,16210,42fc57b6b7dd5602;9d5702cf73e25a07;fe0890c6983c5f34,255,269,1.539500495,1.292023438,multi,"['HV', 'HV', 'HV']",all_HV,fe0890c6983c5f34;9d5702cf73e25a07,50,50,50,48,MP,P-M,R-R,equal,2021.06.14.18.13.35_veh-26_01150_01320.db,3c09f06b67dd5732,42fc57b6b7dd5602;9d5702cf73e25a07;fe0890c6983c5f34
nuplan_train,train_vegas3,16210,13b0bd4559025996;9d5702cf73e25a07;fe0890c6983c5f34,281,303,2.111989906,1.226605687,multi,"['HV', 'HV', 'HV']",all_HV,fe0890c6983c5f34;9d5702cf73e25a07,50,50,50,48,MP,P-M,R-R,equal,2021.06.14.18.13.35_veh-26_01150_01320.db,3c09f06b67dd5732,13b0bd4559025996;9d5702cf73e25a07;fe0890c6983c5f34
nuplan_train,train_vegas3,16210,0a78e561634252dd;77c55b3413da5a12,83,92,4.958982525,0,two,"['HV', 'HV']",all_HV,77c55b3413da5a12;0a78e561634252dd,27,10,49,50,CP,C-C,L-S,77c55b3413da5a12,2021.06.14.18.13.35_veh-26_01150_01320.db,3c09f06b67dd5732,0a78e561634252dd;77c55b3413da5a12
nuplan_train,train_vegas3,16213,15cd8964ac8d597c;4cd91aac116f5404,213,326,0.803029314,0,two,"['HV', 'HV']",all_HV,15cd8964ac8d597c;4cd91aac116f5404,50,50,50,34,F,F,L-L,equal,2021.06.14.18.13.35_veh-26_01150_01320.db,0d7532e4a76057e1,15cd8964ac8d597c;4cd91aac116f5404
nuplan_train,train_vegas3,1791,5b8c1944303b5292;780c509518ff538d,13,38,0.447810194,1.158740988,two,"['HV', 'HV']",all_HV,5b8c1944303b5292;780c509518ff538d,50,16,50,6,MP,P-M,S-S,5b8c1944303b5292,2021.06.10.13.50.05_veh-38_02053_02269.db,0978bd10f5645b33,5b8c1944303b5292;780c509518ff538d
nuplan_train,train_vegas3,1791,1c4d17d3b2335695;5b8c1944303b5292;780c509518ff538d,7,12,0.516693926,2.28475,multi,"['HV', 'HV', 'HV']",all_HV,5b8c1944303b5292;780c509518ff538d,50,16,50,6,MP,P-M,S-S,1c4d17d3b2335695,2021.06.10.13.50.05_veh-38_02053_02269.db,0978bd10f5645b33,1c4d17d3b2335695;5b8c1944303b5292;780c509518ff538d
nuplan_train,train_vegas3,17911,2ec5568df03f57e0;81177897d1ff5604,88,94,1.513417085,0,two,"['HV', 'HV']",all_HV,81177897d1ff5604;2ec5568df03f57e0,50,50,50,50,F,F,L-L,equal,2021.06.15.12.55.18_veh-35_02768_03441.db,7cce386ead41571e,2ec5568df03f57e0;81177897d1ff5604
nuplan_train,train_vegas3,2104,820eaebc19275f77;8f8eaa4513a052cd,27,72,0.642342784,0.905646103,two,"['HV', 'HV']",all_HV,820eaebc19275f77;8f8eaa4513a052cd,50,29,50,37,MP,P-M,S-S,8f8eaa4513a052cd,2021.06.10.14.10.28_veh-47_03318_03473.db,1999a00544535688,820eaebc19275f77;8f8eaa4513a052cd
nuplan_train,train_vegas3,2109,0d323ec493815621;0dc9d23ac4bf53c5,96,159,1.384075352,0,two,"['HV', 'HV']",all_HV,0dc9d23ac4bf53c5;0d323ec493815621,50,50,50,50,MP,P-P,S-S,0dc9d23ac4bf53c5,2021.06.10.14.10.28_veh-47_03485_03574.db,9f112618fc975d93,0d323ec493815621;0dc9d23ac4bf53c5
nuplan_train,train_vegas3,2109,0d323ec493815621;0dc9d23ac4bf53c5;9cb2d53d2e0c571f,112,133,0.917137351,2.511465687,multi,"['HV', 'HV', 'HV']",all_HV,0dc9d23ac4bf53c5;0d323ec493815621,50,50,50,50,MP,P-P,S-S,0dc9d23ac4bf53c5,2021.06.10.14.10.28_veh-47_03485_03574.db,9f112618fc975d93,0d323ec493815621;0dc9d23ac4bf53c5;9cb2d53d2e0c571f
nuplan_train,train_vegas3,2109,0dc9d23ac4bf53c5;865344466fe15fad,204,217,0.464946581,1.359750115,two,"['HV', 'HV']",all_HV,0dc9d23ac4bf53c5;865344466fe15fad,50,49,50,17,MP,P-M,S-S,865344466fe15fad,2021.06.10.14.10.28_veh-47_03485_03574.db,9f112618fc975d93,0dc9d23ac4bf53c5;865344466fe15fad
nuplan_train,train_vegas3,2568,9b85031ca64e5835;e5f3483047f85559,0,8,0.228024325,1.44758775,two,"['HV', 'HV']",all_HV,e5f3483047f85559;9b85031ca64e5835,31,10,50,11,MP,P-M,S-S,equal,2021.06.10.14.13.54_veh-26_02158_02457.db,e9a48d06d7e35f42,9b85031ca64e5835;e5f3483047f85559
nuplan_train,train_vegas3,2571,8a4ddb305dad566b;a8db5045304650c9;ego,156,171,0.473187615,2.052681828,multi,"['HV', 'HV', 'AV']",AV,8a4ddb305dad566b;ego,50,50,50,50,MP,P-M,S-S,a8db5045304650c9,2021.06.10.14.13.54_veh-26_02158_02457.db,4f59ad2789db594a,8a4ddb305dad566b;a8db5045304650c9;ego
nuplan_train,train_vegas3,2571,8a4ddb305dad566b;ego,149,175,0.459117549,0,two,"['HV', 'AV']",AV,8a4ddb305dad566b;ego,50,50,50,50,MP,P-M,S-S,ego,2021.06.10.14.13.54_veh-26_02158_02457.db,4f59ad2789db594a,8a4ddb305dad566b;ego
nuplan_train,train_vegas3,2573,4bdc09c5fb625cb1;5c2b6a9c5d5b5fe3,22,32,0.542891183,0,two,"['HV', 'HV']",all_HV,5c2b6a9c5d5b5fe3;4bdc09c5fb625cb1,4,50,38,50,F,F,L-L,equal,2021.06.10.14.13.54_veh-26_02158_02457.db,b0f858b5c52854ec,4bdc09c5fb625cb1;5c2b6a9c5d5b5fe3
nuplan_train,train_vegas3,2724,0a74a46d0b775311;fb776a7138b451c8,179,248,0.318889484,0,two,"['HV', 'HV']",all_HV,fb776a7138b451c8;0a74a46d0b775311,50,8,50,30,MP,P-M,S-S,equal,2021.06.10.16.35.05_veh-16_00229_00674.db,720feb7089dd566c,0a74a46d0b775311;fb776a7138b451c8
nuplan_train,train_vegas3,2892,09030fa5abb258fb;4975d74640e15c8e,159,183,182.0006335,0,two,"['HV', 'HV']",all_HV,09030fa5abb258fb;4975d74640e15c8e,40,50,11,31,F,F,S-S,equal,2021.06.10.16.35.05_veh-16_04309_04807.db,859453c92de95649,09030fa5abb258fb;4975d74640e15c8e
nuplan_train,train_vegas3,2892,5df8cd78522e5bfc;9f36f5d35fdd5d42,224,239,0.367420109,0,two,"['HV', 'HV']",all_HV,9f36f5d35fdd5d42;5df8cd78522e5bfc,50,16,50,49,F,F,S-S,equal,2021.06.10.16.35.05_veh-16_04309_04807.db,859453c92de95649,5df8cd78522e5bfc;9f36f5d35fdd5d42
nuplan_train,train_vegas3,2893,9a4eca93efc159e5;d3b3c9d841205bfa,196,213,3.994494699,0,two,"['HV', 'HV']",all_HV,9a4eca93efc159e5;d3b3c9d841205bfa,10,45,42,47,F,F,S-S,equal,2021.06.10.16.35.05_veh-16_04309_04807.db,8fca00fb4b905d85,9a4eca93efc159e5;d3b3c9d841205bfa
nuplan_train,train_vegas3,2894,3328e2a6a9cc5dbb;c12001e58ad656be,0,13,2.362773031,0.81245441,two,"['HV', 'HV']",all_HV,3328e2a6a9cc5dbb;c12001e58ad656be,35,11,50,12,MP,P-P,S-S,3328e2a6a9cc5dbb,2021.06.10.16.35.05_veh-16_04309_04807.db,8adb91294bf05828,3328e2a6a9cc5dbb;c12001e58ad656be
nuplan_train,train_vegas3,2895,a9e002272fc95975;e7290c70f8465043,298,337,0.722360368,1.294100371,two,"['HV', 'HV']",all_HV,a9e002272fc95975;e7290c70f8465043,50,41,50,18,MP,P-M,S-S,a9e002272fc95975,2021.06.10.16.35.05_veh-16_04309_04807.db,629119cd1cd250b2,a9e002272fc95975;e7290c70f8465043
nuplan_train,train_vegas3,2896,0f4831150d2d5089;85a0dd5a07a55afb;a61251cdf6d15b59,92,107,0.948480667,1.400165269,multi,"['HV', 'HV', 'HV']",all_HV,85a0dd5a07a55afb;0f4831150d2d5089,50,32,50,50,MP,P-P,S-S,85a0dd5a07a55afb,2021.06.10.16.35.05_veh-16_04309_04807.db,cbc13cbe4fc255b1,0f4831150d2d5089;85a0dd5a07a55afb;a61251cdf6d15b59
nuplan_train,train_vegas3,2896,0f4831150d2d5089;85a0dd5a07a55afb,108,131,0.581857341,1.036450814,two,"['HV', 'HV']",all_HV,85a0dd5a07a55afb;0f4831150d2d5089,50,32,50,50,MP,P-P,S-S,85a0dd5a07a55afb,2021.06.10.16.35.05_veh-16_04309_04807.db,cbc13cbe4fc255b1,0f4831150d2d5089;85a0dd5a07a55afb
nuplan_train,train_vegas3,2902,13096d3e70f95072;aafcf8dc6bca5e68,41,83,0.855495117,1.063051152,two,"['HV', 'HV']",all_HV,aafcf8dc6bca5e68;13096d3e70f95072,50,50,50,50,MP,P-M,S-S,13096d3e70f95072,2021.06.10.16.35.05_veh-16_04818_04968.db,baf7c16f7e2158c8,13096d3e70f95072;aafcf8dc6bca5e68
nuplan_train,train_vegas3,3049,80ca61efec9a56bc;c6cf5670d4e453de,344,355,1.087960814,1.232537133,two,"['HV', 'HV']",all_HV,c6cf5670d4e453de;80ca61efec9a56bc,31,38,47,12,MP,P-M,S-S,c6cf5670d4e453de,2021.06.10.16.43.52_veh-35_02241_02619.db,9235a949d0f158a1,80ca61efec9a56bc;c6cf5670d4e453de
nuplan_train,train_vegas3,3201,0e93cf60a4f9596c;1dbf042de6745dfc;f56989ec9be95dea;fcca0f2d98985ceb,92,102,0.762498219,1.675758088,multi,"['HV', 'HV', 'HV', 'HV']",all_HV,0e93cf60a4f9596c;1dbf042de6745dfc,50,35,50,9,MP,P-M,L-L,equal,2021.06.10.16.57.46_veh-38_00061_00490.db,2c511f6067aa5278,0e93cf60a4f9596c;1dbf042de6745dfc;f56989ec9be95dea;fcca0f2d98985ceb
nuplan_train,train_vegas3,3201,0e93cf60a4f9596c;1dbf042de6745dfc,61,70,0.344603124,1.090858142,two,"['HV', 'HV']",all_HV,0e93cf60a4f9596c;1dbf042de6745dfc,50,35,50,9,MP,P-M,L-L,equal,2021.06.10.16.57.46_veh-38_00061_00490.db,2c511f6067aa5278,0e93cf60a4f9596c;1dbf042de6745dfc
nuplan_train,train_vegas3,3201,0e93cf60a4f9596c;1dbf042de6745dfc;f56989ec9be95dea,71,108,0.66034557,0,multi,"['HV', 'HV', 'HV']",all_HV,0e93cf60a4f9596c;1dbf042de6745dfc,50,35,50,9,MP,P-M,L-L,equal,2021.06.10.16.57.46_veh-38_00061_00490.db,2c511f6067aa5278,0e93cf60a4f9596c;1dbf042de6745dfc;f56989ec9be95dea
nuplan_train,train_vegas3,3201,8689981cb49b5bca;9889f84a22be5532,159,164,0.223791615,1.258891531,two,"['HV', 'HV']",all_HV,9889f84a22be5532;8689981cb49b5bca,50,50,50,50,MP,P-P,S-S,equal,2021.06.10.16.57.46_veh-38_00061_00490.db,2c511f6067aa5278,8689981cb49b5bca;9889f84a22be5532
nuplan_train,train_vegas3,3201,1dbf042de6745dfc;f56989ec9be95dea,109,117,0.609563528,1.092422902,two,"['HV', 'HV']",all_HV,1dbf042de6745dfc;f56989ec9be95dea,50,20,50,15,MP,P-M,L-L,equal,2021.06.10.16.57.46_veh-38_00061_00490.db,2c511f6067aa5278,1dbf042de6745dfc;f56989ec9be95dea
nuplan_train,train_vegas3,3383,3ea2897b70de5f30;912376aea7c65c90;d9a5c30e232c537e,85,97,1.204553299,1.439887724,multi,"['HV', 'HV', 'HV']",all_HV,3ea2897b70de5f30;d9a5c30e232c537e,50,50,50,50,MP,P-P,S-S,3ea2897b70de5f30,2021.06.10.16.57.46_veh-38_04175_04887.db,b459da98988a5a1a,3ea2897b70de5f30;912376aea7c65c90;d9a5c30e232c537e
nuplan_train,train_vegas3,3383,3ea2897b70de5f30;d9a5c30e232c537e,98,120,0.820616221,0.549589304,two,"['HV', 'HV']",all_HV,3ea2897b70de5f30;d9a5c30e232c537e,50,50,50,50,MP,P-P,S-S,3ea2897b70de5f30,2021.06.10.16.57.46_veh-38_04175_04887.db,b459da98988a5a1a,3ea2897b70de5f30;d9a5c30e232c537e
nuplan_train,train_vegas3,3383,3ea2897b70de5f30;96a15a76e7e8558c;d9a5c30e232c537e,121,133,1.604215519,1.198318276,multi,"['HV', 'HV', 'HV']",all_HV,d9a5c30e232c537e;96a15a76e7e8558c,50,50,50,7,F,F,S-S,equal,2021.06.10.16.57.46_veh-38_04175_04887.db,b459da98988a5a1a,3ea2897b70de5f30;96a15a76e7e8558c;d9a5c30e232c537e
nuplan_train,train_vegas3,3701,056d6f7575605135;393628364ee35b83,320,355,1.73848682,1.025273969,two,"['HV', 'HV']",all_HV,393628364ee35b83;056d6f7575605135,50,25,50,6,MP,P-M,S-S,equal,2021.06.10.16.35.05_veh-16_01407_02289.db,d3744f1492945a01,056d6f7575605135;393628364ee35b83
nuplan_train,train_vegas3,3703,03d5244070ce5457;393628364ee35b83,204,221,0.314920726,1.284151697,two,"['HV', 'HV']",all_HV,03d5244070ce5457;393628364ee35b83,50,50,50,50,MP,P-P,S-S,393628364ee35b83,2021.06.10.16.35.05_veh-16_01407_02289.db,2186e20c69275d94,03d5244070ce5457;393628364ee35b83
nuplan_train,train_vegas3,3703,03d5244070ce5457;a387378941f653cb,270,303,0.782773583,0.936586,two,"['HV', 'HV']",all_HV,a387378941f653cb;03d5244070ce5457,50,50,50,32,MP,P-M,S-S,03d5244070ce5457,2021.06.10.16.35.05_veh-16_01407_02289.db,2186e20c69275d94,03d5244070ce5457;a387378941f653cb
nuplan_train,train_vegas3,3704,1d9d6746e2a759e3;2671e608599b5996,46,93,1.109306924,1.100593508,two,"['HV', 'HV']",all_HV,1d9d6746e2a759e3;2671e608599b5996,50,25,50,42,MP,P-M,S-S,2671e608599b5996,2021.06.10.16.35.05_veh-16_01407_02289.db,63faa62664fe5b62,1d9d6746e2a759e3;2671e608599b5996
nuplan_train,train_vegas3,4162,46f956c94d01542c;7f54e34d4889589b;b9368eaba1cf5e5f,0,23,1.823500792,1.040383995,multi,"['HV', 'HV', 'HV']",all_HV,46f956c94d01542c;7f54e34d4889589b,50,6,50,10,MP,P-M,S-S,46f956c94d01542c,2021.06.10.17.46.55_veh-12_01619_01910.db,db693414154758ed,46f956c94d01542c;7f54e34d4889589b;b9368eaba1cf5e5f
nuplan_train,train_vegas3,4164,99a56696b12a534d;e314c567b51e5db2,56,62,69.25435887,0,two,"['HV', 'HV']",all_HV,e314c567b51e5db2;99a56696b12a534d,31,50,50,2,F,F,S-S,equal,2021.06.10.17.46.55_veh-12_01619_01910.db,d31e99c415585f46,99a56696b12a534d;e314c567b51e5db2
nuplan_train,train_vegas3,4169,36b911bad46352e3;a177303e83a155b6,124,136,0.035047148,0,two,"['HV', 'HV']",all_HV,36b911bad46352e3;a177303e83a155b6,50,8,50,35,F,F,L-L,equal,2021.06.10.17.46.55_veh-12_01930_02032.db,323c5048f5445b2c,36b911bad46352e3;a177303e83a155b6
nuplan_train,train_vegas3,4500,5a2794d5ca8e53cd;e81293d43bad5f5a,205,268,5.548519877,0.562758537,two,"['HV', 'HV']",all_HV,5a2794d5ca8e53cd;e81293d43bad5f5a,50,50,50,50,MP,P-P,S-S,equal,2021.06.10.18.37.49_veh-35_03851_03941.db,1cab95b40e1a5878,5a2794d5ca8e53cd;e81293d43bad5f5a
nuplan_train,train_vegas3,4651,2aba405b4ee55642;42ffdc9e9f5355cb,210,223,1.227981099,0,two,"['HV', 'HV']",all_HV,2aba405b4ee55642;42ffdc9e9f5355cb,50,2,50,48,F,F,S-S,equal,2021.06.10.18.43.22_veh-16_01560_01841.db,db4a0f88410f5c3b,2aba405b4ee55642;42ffdc9e9f5355cb
nuplan_train,train_vegas3,4652,c65ad0a739505cf5;d78fce0418ce5b59,22,33,0.599413992,1.013556545,two,"['HV', 'HV']",all_HV,d78fce0418ce5b59;c65ad0a739505cf5,50,18,50,24,MP,P-M,S-S,d78fce0418ce5b59,2021.06.10.18.43.22_veh-16_01560_01841.db,ea540c9febca5ecf,c65ad0a739505cf5;d78fce0418ce5b59
nuplan_train,train_vegas3,4813,cb38af2fcf025b01;ego,294,332,0.932585013,1.089412649,two,"['HV', 'AV']",AV,ego;cb38af2fcf025b01,50,37,50,10,MP,P-M,S-S,equal,2021.06.10.18.51.11_veh-38_00365_00536.db,081c888e802b5823,cb38af2fcf025b01;ego
nuplan_train,train_vegas3,482,6996c9da849f59bf;ego,205,266,3.659757813,0.003871778,two,"['HV', 'AV']",AV,ego;6996c9da849f59bf,50,50,50,50,MP,P-P,S-S,6996c9da849f59bf,2021.06.10.11.53.36_veh-26_05201_05641.db,cc7d10a3263c5319,6996c9da849f59bf;ego
nuplan_train,train_vegas3,4825,1c4f05dcd5555147;ad5beec2ca9c52c5,299,330,0.448365535,1.143642095,two,"['HV', 'HV']",all_HV,1c4f05dcd5555147;ad5beec2ca9c52c5,50,2,50,3,MP,P-M,L-S,ad5beec2ca9c52c5,2021.06.10.18.51.11_veh-38_00689_01297.db,3f1c9599cd17548f,1c4f05dcd5555147;ad5beec2ca9c52c5
nuplan_train,train_vegas3,4989,4db25794a9095fe3;f076fd6e5fda5a84,128,154,0.448682504,0.099964633,two,"['HV', 'HV']",all_HV,4db25794a9095fe3;f076fd6e5fda5a84,50,10,50,13,MP,P-M,R-R,equal,2021.06.10.19.05.09_veh-26_00752_01223.db,25d263acc27854c6,4db25794a9095fe3;f076fd6e5fda5a84
nuplan_train,train_vegas3,4992,6b0b9847fa5054cf;921789a0e84d5058,142,177,0.492781244,1.27910738,two,"['HV', 'HV']",all_HV,6b0b9847fa5054cf;921789a0e84d5058,50,28,50,50,MP,P-M,S-S,equal,2021.06.10.19.05.09_veh-26_00752_01223.db,1dee4cf5ee6753b5,6b0b9847fa5054cf;921789a0e84d5058
nuplan_train,train_vegas3,5131,2e9d30d93fcc5f41;c49817cbae175253,303,359,1.214330816,1.082082133,two,"['HV', 'HV']",all_HV,c49817cbae175253;2e9d30d93fcc5f41,50,27,50,3,MP,P-M,S-S,equal,2021.06.10.19.23.31_veh-47_00723_00834.db,45e7486db3555367,2e9d30d93fcc5f41;c49817cbae175253
nuplan_train,train_vegas3,530,2f81bc4c951f51df;4c42313630f65f5f,58,121,2.736889564,0,two,"['HV', 'HV']",all_HV,2f81bc4c951f51df;4c42313630f65f5f,50,22,50,20,F,F,S-S,equal,2021.06.10.11.47.26_veh-35_04089_04283.db,9036b5e9905f58c6,2f81bc4c951f51df;4c42313630f65f5f
nuplan_train,train_vegas3,5301,6b48cac7b6f2502d;90d13b6ac9355535,260,273,0.27512273,0,two,"['HV', 'HV']",all_HV,90d13b6ac9355535;6b48cac7b6f2502d,50,12,50,16,F,F,S-S,equal,2021.06.11.11.57.05_veh-12_00363_00511.db,361d0405d868511d,6b48cac7b6f2502d;90d13b6ac9355535
